example_id                                                               | status  | run_time        |
./spec/controllers/organizations_controller_spec.rb[1:2:2:1]             | passed  | 0.17625 seconds |
./spec/controllers/organizations_controller_spec.rb[1:2:3:1:1]           | passed  | 0.31873 seconds |
./spec/controllers/organizations_controller_spec.rb[1:2:3:2:1]           | passed  | 0.32635 seconds |
./spec/controllers/partners_controller_spec.rb[1:1:1]                    | passed  | 0.16759 seconds |
./spec/controllers/partners_controller_spec.rb[1:2:1]                    | passed  | 0.17497 seconds |
./spec/controllers/partners_controller_spec.rb[1:3:1]                    | passed  | 0.1675 seconds  |
./spec/controllers/partners_controller_spec.rb[1:4:1]                    | passed  | 0.17018 seconds |
./spec/controllers/partners_controller_spec.rb[1:5:1]                    | passed  | 0.17614 seconds |
./spec/controllers/purchases_controller_spec.rb[1:1:1:1]                 | passed  | 0.16694 seconds |
./spec/controllers/purchases_controller_spec.rb[1:1:2:1]                 | passed  | 0.18023 seconds |
./spec/controllers/purchases_controller_spec.rb[1:1:3:1]                 | passed  | 0.19007 seconds |
./spec/controllers/purchases_controller_spec.rb[1:1:3:2]                 | passed  | 0.17433 seconds |
./spec/controllers/purchases_controller_spec.rb[1:1:4:1]                 | passed  | 0.17365 seconds |
./spec/controllers/purchases_controller_spec.rb[1:1:4:2]                 | passed  | 0.19507 seconds |
./spec/controllers/purchases_controller_spec.rb[1:1:4:3:1]               | passed  | 0.1954 seconds  |
./spec/controllers/purchases_controller_spec.rb[1:1:4:3:2]               | passed  | 0.21473 seconds |
./spec/controllers/purchases_controller_spec.rb[1:1:5:1]                 | passed  | 0.18706 seconds |
./spec/controllers/purchases_controller_spec.rb[1:1:6:1]                 | passed  | 0.16758 seconds |
./spec/controllers/purchases_controller_spec.rb[1:1:7:1]                 | passed  | 0.18934 seconds |
./spec/controllers/static_controller_spec.rb[1:1:1:1]                    | passed  | 0.20265 seconds |
./spec/controllers/static_controller_spec.rb[1:1:1:2]                    | passed  | 0.21871 seconds |
./spec/controllers/static_controller_spec.rb[1:1:2:1]                    | passed  | 0.16712 seconds |
./spec/controllers/static_controller_spec.rb[1:2:1:1]                    | passed  | 0.19087 seconds |
./spec/controllers/storage_locations_spec.rb[1:1:1:1]                    | passed  | 0.1745 seconds  |
./spec/controllers/storage_locations_spec.rb[1:1:2:1]                    | passed  | 0.19663 seconds |
./spec/controllers/storage_locations_spec.rb[1:1:3:1]                    | passed  | 0.19075 seconds |
./spec/controllers/storage_locations_spec.rb[1:1:4:1]                    | passed  | 0.16947 seconds |
./spec/controllers/storage_locations_spec.rb[1:1:5:1]                    | passed  | 0.17089 seconds |
./spec/controllers/storage_locations_spec.rb[1:1:6:1]                    | passed  | 0.32798 seconds |
./spec/controllers/storage_locations_spec.rb[1:2:1]                      | passed  | 0.1655 seconds  |
./spec/controllers/transfers_controller_spec.rb[1:1:1:1]                 | passed  | 0.16892 seconds |
./spec/controllers/transfers_controller_spec.rb[1:1:2:1]                 | passed  | 0.19782 seconds |
./spec/controllers/transfers_controller_spec.rb[1:1:2:2]                 | passed  | 0.17648 seconds |
./spec/controllers/transfers_controller_spec.rb[1:1:3:1]                 | passed  | 0.16759 seconds |
./spec/controllers/transfers_controller_spec.rb[1:1:4:1]                 | passed  | 0.18096 seconds |
./spec/controllers/transfers_controller_spec.rb[1:1:5:1]                 | passed  | 0.32986 seconds |
./spec/controllers/transfers_controller_spec.rb[1:2:1]                   | passed  | 0.16456 seconds |
./spec/controllers/users_controller_spec.rb[1:1:1]                       | passed  | 0.18125 seconds |
./spec/features/account_spec.rb[1:1]                                     | passed  | 0.67629 seconds |
./spec/features/adjustment_spec.rb[1:1]                                  | passed  | 2.45 seconds    |
./spec/features/adjustment_spec.rb[1:2]                                  | passed  | 1.12 seconds    |
./spec/features/adjustment_spec.rb[1:3]                                  | passed  | 0.20899 seconds |
./spec/features/admin/canonical_items_spec.rb[1:1:1:1]                   | passed  | 0.20183 seconds |
./spec/features/admin/canonical_items_spec.rb[1:1:1:2]                   | passed  | 0.20099 seconds |
./spec/features/admin/canonical_items_spec.rb[1:1:2:1]                   | passed  | 0.20491 seconds |
./spec/features/admin/canonical_items_spec.rb[1:1:2:2]                   | passed  | 0.18933 seconds |
./spec/features/admin/canonical_items_spec.rb[1:1:3]                     | passed  | 0.18922 seconds |
./spec/features/admin/canonical_items_spec.rb[1:1:4]                     | passed  | 0.18928 seconds |
./spec/features/admin/canonical_items_spec.rb[1:2:1]                     | passed  | 0.32911 seconds |
./spec/features/admin/organizations_spec.rb[1:1]                         | passed  | 0.39629 seconds |
./spec/features/authorization_spec.rb[1:1]                               | passed  | 0.21091 seconds |
./spec/features/barcode_item_spec.rb[1:1:1]                              | passed  | 0.21752 seconds |
./spec/features/barcode_item_spec.rb[1:1:2]                              | passed  | 0.22131 seconds |
./spec/features/barcode_item_spec.rb[1:2:1]                              | passed  | 0.23738 seconds |
./spec/features/barcode_item_spec.rb[1:2:2]                              | passed  | 0.22985 seconds |
./spec/features/barcode_item_spec.rb[1:2:3]                              | passed  | 0.21491 seconds |
./spec/features/barcode_item_spec.rb[1:3:1]                              | passed  | 0.24964 seconds |
./spec/features/barcode_item_spec.rb[1:4]                                | passed  | 0.22329 seconds |
./spec/features/barcode_item_spec.rb[1:5]                                | passed  | 0.20387 seconds |
./spec/features/barcode_item_spec.rb[1:6]                                | passed  | 0.20874 seconds |
./spec/features/dashboard_spec.rb[1:1:1]                                 | passed  | 0.24335 seconds |
./spec/features/dashboard_spec.rb[1:2]                                   | passed  | 0.39645 seconds |
./spec/features/dashboard_spec.rb[1:3]                                   | passed  | 4.13 seconds    |
./spec/features/dashboard_spec.rb[1:4]                                   | passed  | 1.25 seconds    |
./spec/features/diaper_drive_participant_spec.rb[1:1:1]                  | passed  | 0.18104 seconds |
./spec/features/diaper_drive_participant_spec.rb[1:2]                    | passed  | 0.22303 seconds |
./spec/features/diaper_drive_participant_spec.rb[1:3]                    | passed  | 0.19634 seconds |
./spec/features/diaper_drive_participant_spec.rb[1:4]                    | passed  | 0.21396 seconds |
./spec/features/diaper_drive_participant_spec.rb[1:5]                    | passed  | 0.22053 seconds |
./spec/features/diaper_drive_participant_spec.rb[1:6:1]                  | passed  | 0.23796 seconds |
./spec/features/diaper_drive_participant_spec.rb[1:6:2]                  | passed  | 0.23266 seconds |
./spec/features/distribution_spec.rb[1:1]                                | passed  | 0.2745 seconds  |
./spec/features/distribution_spec.rb[1:2]                                | passed  | 0.33149 seconds |
./spec/features/distribution_spec.rb[1:3:1]                              | pending | 0.48185 seconds |
./spec/features/distribution_spec.rb[1:3:2]                              | pending | 0.23851 seconds |
./spec/features/donation_site_spec.rb[1:1:1]                             | passed  | 0.214 seconds   |
./spec/features/donation_site_spec.rb[1:2]                               | passed  | 0.23558 seconds |
./spec/features/donation_site_spec.rb[1:3]                               | passed  | 0.2073 seconds  |
./spec/features/donation_site_spec.rb[1:4]                               | passed  | 0.19505 seconds |
./spec/features/donation_site_spec.rb[1:5]                               | passed  | 0.2344 seconds  |
./spec/features/donation_site_spec.rb[1:6]                               | passed  | 0.23721 seconds |
./spec/features/donation_spec.rb[1:1:1]                                  | passed  | 0.56147 seconds |
./spec/features/donation_spec.rb[1:1:2]                                  | passed  | 0.37546 seconds |
./spec/features/donation_spec.rb[1:2:1]                                  | passed  | 0.67498 seconds |
./spec/features/donation_spec.rb[1:2:2]                                  | passed  | 0.688 seconds   |
./spec/features/donation_spec.rb[1:2:3]                                  | passed  | 0.65098 seconds |
./spec/features/donation_spec.rb[1:2:4]                                  | passed  | 0.6635 seconds  |
./spec/features/donation_spec.rb[1:2:5]                                  | passed  | 1.06 seconds    |
./spec/features/donation_spec.rb[1:2:6]                                  | passed  | 1.1 seconds     |
./spec/features/donation_spec.rb[1:3:1:1]                                | passed  | 1.1 seconds     |
./spec/features/donation_spec.rb[1:3:1:2]                                | passed  | 1.34 seconds    |
./spec/features/donation_spec.rb[1:3:1:3]                                | passed  | 1.21 seconds    |
./spec/features/donation_spec.rb[1:3:1:4]                                | passed  | 1.57 seconds    |
./spec/features/donation_spec.rb[1:3:1:5]                                | passed  | 1.16 seconds    |
./spec/features/donation_spec.rb[1:3:1:6]                                | passed  | 1.02 seconds    |
./spec/features/donation_spec.rb[1:3:1:7]                                | passed  | 1.02 seconds    |
./spec/features/donation_spec.rb[1:3:1:8]                                | passed  | 1.3 seconds     |
./spec/features/donation_spec.rb[1:3:1:9]                                | passed  | 1.57 seconds    |
./spec/features/donation_spec.rb[1:3:2:1]                                | passed  | 1.02 seconds    |
./spec/features/donation_spec.rb[1:3:2:2]                                | passed  | 0.72218 seconds |
./spec/features/donation_spec.rb[1:3:2:3]                                | pending | 0.3297 seconds  |
./spec/features/item_spec.rb[1:1]                                        | passed  | 0.26549 seconds |
./spec/features/item_spec.rb[1:2]                                        | passed  | 0.22178 seconds |
./spec/features/item_spec.rb[1:3]                                        | passed  | 0.24089 seconds |
./spec/features/item_spec.rb[1:4]                                        | passed  | 0.22425 seconds |
./spec/features/item_spec.rb[1:5]                                        | passed  | 0.23189 seconds |
./spec/features/item_spec.rb[1:6]                                        | passed  | 0.2193 seconds  |
./spec/features/item_spec.rb[1:7]                                        | passed  | 0.19849 seconds |
./spec/features/item_spec.rb[1:8:1]                                      | passed  | 1.29 seconds    |
./spec/features/log_in_spec.rb[1:1:1]                                    | passed  | 0.20031 seconds |
./spec/features/manage_spec.rb[1:1:1]                                    | passed  | 0.18503 seconds |
./spec/features/manage_spec.rb[1:2:1]                                    | passed  | 0.1805 seconds  |
./spec/features/manage_spec.rb[1:2:2]                                    | passed  | 0.24586 seconds |
./spec/features/manage_spec.rb[1:2:3:1]                                  | passed  | 0.21934 seconds |
./spec/features/organization_spec.rb[1:1:1]                              | passed  | 0.17538 seconds |
./spec/features/organization_spec.rb[1:2:1:1]                            | passed  | 0.24256 seconds |
./spec/features/organization_spec.rb[1:2:2]                              | passed  | 0.20868 seconds |
./spec/features/partner_spec.rb[1:1:1]                                   | passed  | 0.19291 seconds |
./spec/features/partner_spec.rb[1:2]                                     | passed  | 0.21391 seconds |
./spec/features/partner_spec.rb[1:3]                                     | passed  | 0.21377 seconds |
./spec/features/partner_spec.rb[1:4]                                     | passed  | 0.21047 seconds |
./spec/features/partner_spec.rb[1:5]                                     | passed  | 0.2243 seconds  |
./spec/features/purchase_spec.rb[1:1:1]                                  | passed  | 0.59841 seconds |
./spec/features/purchase_spec.rb[1:2:1]                                  | passed  | 0.64561 seconds |
./spec/features/purchase_spec.rb[1:3:1:1]                                | passed  | 1.07 seconds    |
./spec/features/purchase_spec.rb[1:3:1:2]                                | passed  | 1.26 seconds    |
./spec/features/purchase_spec.rb[1:3:1:3]                                | passed  | 1.6 seconds     |
./spec/features/purchase_spec.rb[1:3:2:1]                                | passed  | 0.52078 seconds |
./spec/features/purchase_spec.rb[1:3:3:1]                                | pending | 0.52161 seconds |
./spec/features/purchase_spec.rb[1:3:3:2]                                | pending | 2.53 seconds    |
./spec/features/purchase_spec.rb[1:3:3:3]                                | pending | 0.31064 seconds |
./spec/features/storage_location_spec.rb[1:1]                            | passed  | 0.22948 seconds |
./spec/features/storage_location_spec.rb[1:2]                            | passed  | 0.19748 seconds |
./spec/features/storage_location_spec.rb[1:3]                            | passed  | 0.2116 seconds  |
./spec/features/storage_location_spec.rb[1:4]                            | passed  | 0.23278 seconds |
./spec/features/storage_location_spec.rb[1:5]                            | passed  | 0.22284 seconds |
./spec/features/storage_location_spec.rb[1:6]                            | passed  | 0.21076 seconds |
./spec/features/storage_location_spec.rb[1:7]                            | passed  | 0.23094 seconds |
./spec/features/storage_location_spec.rb[1:8]                            | passed  | 0.23704 seconds |
./spec/features/transfer_spec.rb[1:1]                                    | passed  | 0.28543 seconds |
./spec/features/transfer_spec.rb[1:2]                                    | passed  | 0.27084 seconds |
./spec/helpers/application_helper_spec.rb[1:1:1]                         | passed  | 0.16897 seconds |
./spec/helpers/application_helper_spec.rb[1:2:1:1]                       | passed  | 0.16208 seconds |
./spec/helpers/application_helper_spec.rb[1:2:2:1]                       | passed  | 0.18167 seconds |
./spec/helpers/application_helper_spec.rb[1:2:3:1]                       | passed  | 0.16553 seconds |
./spec/helpers/purchases_helper_spec.rb[1:1]                             | pending | 0.00001 seconds |
./spec/models/adjustment_spec.rb[1:1:2:1:1]                              | passed  | 0.17828 seconds |
./spec/models/adjustment_spec.rb[1:1:2:1:2]                              | passed  | 0.18636 seconds |
./spec/models/adjustment_spec.rb[1:1:2:2:1]                              | passed  | 0.22636 seconds |
./spec/models/adjustment_spec.rb[1:1:2:3:1]                              | passed  | 0.20122 seconds |
./spec/models/adjustment_spec.rb[1:1:2:3:2]                              | passed  | 0.20778 seconds |
./spec/models/adjustment_spec.rb[1:1:2:4:1]                              | passed  | 0.24782 seconds |
./spec/models/adjustment_spec.rb[1:1:2:5:1]                              | passed  | 0.20091 seconds |
./spec/models/adjustment_spec.rb[1:1:2:6:1]                              | passed  | 0.18101 seconds |
./spec/models/adjustment_spec.rb[1:2:1]                                  | passed  | 0.17783 seconds |
./spec/models/adjustment_spec.rb[1:3:1]                                  | passed  | 0.18245 seconds |
./spec/models/adjustment_spec.rb[1:4:1]                                  | passed  | 0.32203 seconds |
./spec/models/adjustment_spec.rb[1:5:1]                                  | passed  | 0.18446 seconds |
./spec/models/barcode_item_spec.rb[1:1:1]                                | passed  | 0.17552 seconds |
./spec/models/barcode_item_spec.rb[1:1:2:1]                              | passed  | 0.19143 seconds |
./spec/models/barcode_item_spec.rb[1:1:3:1]                              | passed  | 0.17626 seconds |
./spec/models/barcode_item_spec.rb[1:1:4:1]                              | passed  | 0.18806 seconds |
./spec/models/barcode_item_spec.rb[1:1:4:2:1]                            | passed  | 0.18071 seconds |
./spec/models/barcode_item_spec.rb[1:1:4:3:1]                            | passed  | 0.1673 seconds  |
./spec/models/barcode_item_spec.rb[1:1:4:3:2]                            | passed  | 0.16427 seconds |
./spec/models/barcode_item_spec.rb[1:1:4:3:3]                            | passed  | 0.17458 seconds |
./spec/models/barcode_item_spec.rb[1:1:4:4:1]                            | passed  | 0.17538 seconds |
./spec/models/barcode_item_spec.rb[1:1:4:4:2]                            | passed  | 0.16717 seconds |
./spec/models/barcode_item_spec.rb[1:2:1]                                | passed  | 0.17899 seconds |
./spec/models/barcode_item_spec.rb[1:2:2:1]                              | passed  | 0.1843 seconds  |
./spec/models/barcode_item_spec.rb[1:2:3:1]                              | passed  | 0.32803 seconds |
./spec/models/barcode_item_spec.rb[1:2:4:1]                              | passed  | 0.18474 seconds |
./spec/models/barcode_item_spec.rb[1:2:4:2:1]                            | passed  | 0.16937 seconds |
./spec/models/barcode_item_spec.rb[1:2:4:3:1]                            | passed  | 0.16836 seconds |
./spec/models/barcode_item_spec.rb[1:2:4:3:2]                            | passed  | 0.16462 seconds |
./spec/models/barcode_item_spec.rb[1:2:4:3:3]                            | passed  | 0.18443 seconds |
./spec/models/barcode_item_spec.rb[1:2:4:4:1]                            | passed  | 0.16447 seconds |
./spec/models/barcode_item_spec.rb[1:2:4:4:2]                            | passed  | 0.17001 seconds |
./spec/models/barcode_item_spec.rb[1:2:5:1]                              | passed  | 0.18505 seconds |
./spec/models/canonical_item_spec.rb[1:1:1]                              | passed  | 0.1636 seconds  |
./spec/models/canonical_item_spec.rb[1:1:2]                              | passed  | 0.16185 seconds |
./spec/models/canonical_item_spec.rb[1:1:3]                              | passed  | 0.16209 seconds |
./spec/models/canonical_item_spec.rb[1:2:1]                              | passed  | 0.18581 seconds |
./spec/models/data_export_spec.rb[1:1:1:1]                               | passed  | 0.17981 seconds |
./spec/models/data_export_spec.rb[1:1:2:1]                               | passed  | 0.41551 seconds |
./spec/models/data_export_spec.rb[1:1:3:1]                               | passed  | 0.35979 seconds |
./spec/models/data_export_spec.rb[1:1:4:1]                               | passed  | 0.3291 seconds  |
./spec/models/data_export_spec.rb[1:1:5:1]                               | passed  | 0.32567 seconds |
./spec/models/data_export_spec.rb[1:1:6:1]                               | passed  | 0.33179 seconds |
./spec/models/data_export_spec.rb[1:1:7:1]                               | passed  | 0.32313 seconds |
./spec/models/data_export_spec.rb[1:1:8:1]                               | passed  | 0.33915 seconds |
./spec/models/data_export_spec.rb[1:1:9:1]                               | passed  | 0.31769 seconds |
./spec/models/data_export_spec.rb[1:1:10:1]                              | passed  | 0.3154 seconds  |
./spec/models/data_export_spec.rb[1:1:11:1]                              | passed  | 0.33113 seconds |
./spec/models/data_export_spec.rb[1:1:12:1]                              | passed  | 0.33197 seconds |
./spec/models/data_export_spec.rb[1:1:13:1]                              | passed  | 0.32991 seconds |
./spec/models/data_export_spec.rb[1:1:14:1]                              | passed  | 0.33179 seconds |
./spec/models/diaper_drive_participant_spec.rb[1:1:1]                    | passed  | 0.16941 seconds |
./spec/models/diaper_drive_participant_spec.rb[1:1:2]                    | passed  | 0.16462 seconds |
./spec/models/diaper_drive_participant_spec.rb[1:1:3]                    | passed  | 0.1632 seconds  |
./spec/models/diaper_drive_participant_spec.rb[1:2:1:1]                  | passed  | 0.19949 seconds |
./spec/models/diaper_drive_participant_spec.rb[1:3:1]                    | passed  | 0.33062 seconds |
./spec/models/diaper_drive_participant_spec.rb[1:4:1]                    | passed  | 0.187 seconds   |
./spec/models/distribution_spec.rb[1:1:2:1:1]                            | passed  | 0.18068 seconds |
./spec/models/distribution_spec.rb[1:1:2:1:2]                            | passed  | 0.20853 seconds |
./spec/models/distribution_spec.rb[1:1:2:2:1]                            | passed  | 0.23309 seconds |
./spec/models/distribution_spec.rb[1:1:2:3:1]                            | passed  | 0.19859 seconds |
./spec/models/distribution_spec.rb[1:1:2:3:2]                            | passed  | 0.20398 seconds |
./spec/models/distribution_spec.rb[1:1:2:4:1]                            | passed  | 0.22131 seconds |
./spec/models/distribution_spec.rb[1:1:2:5:1]                            | passed  | 0.20995 seconds |
./spec/models/distribution_spec.rb[1:1:2:6:1]                            | passed  | 0.1947 seconds  |
./spec/models/distribution_spec.rb[1:2:1]                                | passed  | 0.17032 seconds |
./spec/models/distribution_spec.rb[1:2:2]                                | passed  | 0.1658 seconds  |
./spec/models/distribution_spec.rb[1:2:3]                                | passed  | 0.16146 seconds |
./spec/models/distribution_spec.rb[1:2:4]                                | passed  | 0.18905 seconds |
./spec/models/distribution_spec.rb[1:2:5]                                | passed  | 0.19513 seconds |
./spec/models/distribution_spec.rb[1:3:1:1]                              | passed  | 0.18946 seconds |
./spec/models/distribution_spec.rb[1:4:1]                                | passed  | 0.17971 seconds |
./spec/models/distribution_spec.rb[1:5:1:1]                              | passed  | 0.17735 seconds |
./spec/models/distribution_spec.rb[1:5:2:1]                              | passed  | 0.20917 seconds |
./spec/models/distribution_spec.rb[1:5:3:1]                              | passed  | 0.21766 seconds |
./spec/models/donation_site_spec.rb[1:1:1]                               | passed  | 0.16058 seconds |
./spec/models/donation_site_spec.rb[1:1:2]                               | passed  | 0.17554 seconds |
./spec/models/donation_site_spec.rb[1:1:3]                               | passed  | 0.16279 seconds |
./spec/models/donation_site_spec.rb[1:2:1]                               | passed  | 0.33803 seconds |
./spec/models/donation_site_spec.rb[1:3:1]                               | passed  | 0.16375 seconds |
./spec/models/donation_spec.rb[1:1:2:1:1]                                | passed  | 0.17927 seconds |
./spec/models/donation_spec.rb[1:1:2:1:2]                                | passed  | 0.19946 seconds |
./spec/models/donation_spec.rb[1:1:2:2:1]                                | passed  | 0.23783 seconds |
./spec/models/donation_spec.rb[1:1:2:3:1]                                | passed  | 0.21971 seconds |
./spec/models/donation_spec.rb[1:1:2:3:2]                                | passed  | 0.20207 seconds |
./spec/models/donation_spec.rb[1:1:2:4:1]                                | passed  | 0.22101 seconds |
./spec/models/donation_spec.rb[1:1:2:5:1]                                | passed  | 0.20486 seconds |
./spec/models/donation_spec.rb[1:1:2:6:1]                                | passed  | 0.1957 seconds  |
./spec/models/donation_spec.rb[1:2:1]                                    | passed  | 0.17502 seconds |
./spec/models/donation_spec.rb[1:2:2]                                    | passed  | 0.17716 seconds |
./spec/models/donation_spec.rb[1:2:3]                                    | passed  | 0.17752 seconds |
